,date,time,ticket_number,article,Quantity,unit_price,retour
52845,2021*04*02,12:13,164403.0,CEREAL BAGUETTE,1.0,"1,25 €",False
52848,2021*04*02,12:13,164404.0,SPECIAL BREAD,1.0,"2,40 €",False
52851,2021*04*02,12:14,164405.0,BAGUETTE,1.0,"0,90 €",False
52852,2021*04*02,12:14,164405.0,BANETTE,1.0,"1,05 €",False
52855,2021*04*02,12:18,164406.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
52858,2021*04*02,12:19,164407.0,CEREAL BAGUETTE,2.0,"1,25 €",False
52861,2021*04*02,12:21,164408.0,ECLAIR,1.0,"2,00 €",False
52862,2021*04*02,12:21,164408.0,CROISSANT,2.0,"1,10 €",False
52863,2021*04*02,12:21,164408.0,PARIS BREST,1.0,"2,00 €",False
52864,2021*04*02,12:21,164408.0,PAIN AU CHOCOLAT,2.0,"1,20 €",False
52867,2021*04*02,12:23,164409.0,CEREAL BAGUETTE,1.0,"1,25 €",False
52868,2021*04*02,12:23,164409.0,COUPE,3.0,"0,15 €",False
52869,2021*04*02,12:23,164409.0,MOISSON,3.0,"2,00 €",False
52872,2021*04*02,12:24,164410.0,CEREAL BAGUETTE,1.0,"1,25 €",False
52875,2021*04*02,12:25,164411.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
52878,2021*04*02,12:27,164412.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
52881,2021*04*02,12:31,164413.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
52884,2021*04*02,12:32,164414.0,FORMULE SANDWICH,2.0,"6,50 €",False
52887,2021*04*02,12:33,164415.0,CEREAL BAGUETTE,1.0,"1,25 €",False
52890,2021*04*02,12:34,164416.0,TARTELETTE,2.0,"2,00 €",False
52893,2021*04*02,12:34,164417.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
52896,2021*04*02,12:35,164418.0,FORMULE SANDWICH,1.0,"6,50 €",False
52897,2021*04*02,12:35,164418.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
52900,2021*04*02,12:37,164419.0,SANDWICH COMPLET,1.0,"4,50 €",False
52901,2021*04*02,12:37,164419.0,DIVERS VIENNOISERIE,1.0,"1,00 €",False
52904,2021*04*02,12:39,164420.0,TRADITIONAL BAGUETTE,3.0,"1,20 €",False
52907,2021*04*02,12:41,164421.0,BANETTE,1.0,"1,05 €",False
52910,2021*04*02,12:42,164422.0,BAGUETTE,1.0,"0,90 €",False
52913,2021*04*02,12:44,164423.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
52916,2021*04*02,12:45,164424.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
52919,2021*04*02,12:48,164425.0,SANDWICH COMPLET,1.0,"4,50 €",False
52922,2021*04*02,12:49,164426.0,DIVERS SANDWICHS,1.0,"3,50 €",False
52925,2021*04*02,12:50,164427.0,FORMULE SANDWICH,1.0,"6,50 €",False
52928,2021*04*02,12:52,164428.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
52929,2021*04*02,12:52,164428.0,BOISSON 33CL,1.0,"1,50 €",False
52930,2021*04*02,12:52,164428.0,PAIN AU CHOCOLAT,2.0,"1,20 €",False
52933,2021*04*02,12:53,164429.0,SANDWICH COMPLET,1.0,"4,50 €",False
52936,2021*04*02,12:58,164430.0,CAFE OU EAU,1.0,"1,00 €",False
52937,2021*04*02,12:58,164430.0,FORMULE SANDWICH,1.0,"6,50 €",False
52940,2021*04*02,12:59,164431.0,SANDWICH COMPLET,1.0,"4,50 €",False
52943,2021*04*02,12:59,164432.0,SANDWICH COMPLET,1.0,"4,50 €",False
52944,2021*04*02,12:59,164432.0,FORMULE SANDWICH,1.0,"6,50 €",False
52947,2021*04*02,13:01,164433.0,FORMULE SANDWICH,1.0,"6,50 €",False
52952,2021*04*02,16:10,164435.0,TRADITIONAL BAGUETTE,5.0,"1,20 €",False
52955,2021*04*02,16:11,164436.0,TRADITIONAL BAGUETTE,4.0,"1,20 €",False
52958,2021*04*02,16:12,164437.0,CAMPAGNE,1.0,"1,80 €",False
52959,2021*04*02,16:12,164437.0,COUPE,1.0,"0,15 €",False
52960,2021*04*02,16:12,164437.0,CROISSANT AMANDES,2.0,"1,40 €",False
52963,2021*04*02,16:14,164438.0,TRADITIONAL BAGUETTE,3.0,"1,20 €",False
52966,2021*04*02,16:18,164439.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
52967,2021*04*02,16:18,164439.0,PAIN AU CHOCOLAT,1.0,"1,20 €",False
52968,2021*04*02,16:18,164439.0,FICELLE,1.0,"0,60 €",False
52971,2021*04*02,16:28,164440.0,TRADITIONAL BAGUETTE,3.0,"1,20 €",False
52974,2021*04*02,16:30,164441.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
52977,2021*04*02,16:34,164442.0,BOISSON 33CL,2.0,"1,50 €",False
52980,2021*04*02,16:43,164443.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
52983,2021*04*02,16:45,164444.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
52986,2021*04*02,16:49,164445.0,CEREAL BAGUETTE,1.0,"1,25 €",False
52989,2021*04*02,16:51,164446.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
52992,2021*04*02,16:53,164447.0,CEREAL BAGUETTE,1.0,"1,25 €",False
52993,2021*04*02,16:53,164447.0,SEIGLE,1.0,"1,80 €",False
52996,2021*04*02,16:55,164448.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
52999,2021*04*02,16:56,164449.0,FLAN,1.0,"2,00 €",False
53000,2021*04*02,16:56,164449.0,FINANCIER X5,1.0,"3,00 €",False
53001,2021*04*02,16:56,164449.0,BOISSON 33CL,1.0,"1,50 €",False
53004,2021*04*02,17:00,164450.0,BAGUETTE,1.0,"0,90 €",False
53007,2021*04*02,17:01,164451.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
53010,2021*04*02,17:02,164452.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
53013,2021*04*02,17:02,164453.0,FINANCIER X5,1.0,"3,00 €",False
53016,2021*04*02,17:07,164454.0,QUIM BREAD,1.0,"1,00 €",False
53017,2021*04*02,17:07,164454.0,CEREAL BAGUETTE,1.0,"1,25 €",False
53018,2021*04*02,17:07,164454.0,COUPE,3.0,"0,15 €",False
53019,2021*04*02,17:07,164454.0,VIK BREAD,3.0,"2,50 €",False
53020,2021*04*02,17:07,164454.0,PAIN AUX RAISINS,1.0,"1,40 €",False
53023,2021*04*02,17:13,164455.0,CROISSANT AMANDES,2.0,"1,40 €",False
53024,2021*04*02,17:13,164455.0,PAIN AU CHOCOLAT,1.0,"1,20 €",False
53025,2021*04*02,17:13,164455.0,BAGUETTE,1.0,"0,90 €",False
53028,2021*04*02,17:14,164456.0,BANETTE,1.0,"1,05 €",False
53031,2021*04*02,17:16,164457.0,CHAUSSON AUX POMMES,1.0,"1,40 €",False
53032,2021*04*02,17:16,164457.0,PAIN AU CHOCOLAT,3.0,"1,20 €",False
53035,2021*04*02,17:29,164458.0,TRADITIONAL BAGUETTE,4.0,"1,20 €",False
53038,2021*04*02,17:30,164459.0,QUIM BREAD,1.0,"1,00 €",False
53039,2021*04*02,17:30,164459.0,CHAUSSON AUX POMMES,1.0,"1,40 €",False
53040,2021*04*02,17:30,164459.0,BAGUETTE,1.0,"0,90 €",False
53043,2021*04*02,17:32,164460.0,SPECIAL BREAD KG,1.0,"4,80 €",False
53044,2021*04*02,17:32,164460.0,GRAND FAR BRETON,1.0,"7,00 €",False
53047,2021*04*02,17:33,164461.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
53050,2021*04*02,17:39,164462.0,PAIN CHOCO AMANDES,1.0,"1,50 €",False
53051,2021*04*02,17:39,164462.0,GACHE,1.0,"5,00 €",False
53052,2021*04*02,17:39,164462.0,DIVERS VIENNOISERIE,1.0,"1,00 €",False
53055,2021*04*02,17:42,164463.0,TARTELETTE FRAISE,1.0,"3,00 €",False
53056,2021*04*02,17:42,164463.0,TARTELETTE,1.0,"2,00 €",False
53057,2021*04*02,17:42,164463.0,QUIM BREAD,2.0,"1,00 €",False
53060,2021*04*02,17:51,164464.0,COUPE,1.0,"0,15 €",False
53061,2021*04*02,17:51,164464.0,BOULE 400G,1.0,"1,50 €",False
53062,2021*04*02,17:51,164464.0,TRADITIONAL BAGUETTE,3.0,"1,20 €",False
53065,2021*04*02,17:52,164465.0,TRADITIONAL BAGUETTE,3.0,"1,20 €",False
53068,2021*04*02,17:52,164466.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
53071,2021*04*02,18:06,164467.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
53074,2021*04*02,18:07,164468.0,BAGUETTE,1.0,"0,90 €",False
53077,2021*04*02,18:11,164469.0,VIK BREAD,1.0,"2,50 €",False
53080,2021*04*02,18:18,164470.0,BANETTE,1.0,"1,05 €",False
53083,2021*04*02,18:23,164471.0,CEREAL BAGUETTE,1.0,"1,25 €",False
53086,2021*04*02,18:24,164472.0,CEREAL BAGUETTE,1.0,"1,25 €",False
53089,2021*04*02,18:26,164473.0,PAIN BANETTE,1.0,"1,40 €",False
53092,2021*04*02,18:33,164474.0,FONDANT CHOCOLAT,1.0,"2,50 €",False
53093,2021*04*02,18:33,164474.0,FRAISIER,2.0,"3,00 €",False
53094,2021*04*02,18:33,164474.0,NANTAIS,1.0,"2,50 €",False
53097,2021*04*02,18:34,164475.0,PAIN CHOCO AMANDES,1.0,"1,50 €",False
53100,2021*04*02,18:37,164476.0,TARTELETTE,1.0,"2,00 €",False
53101,2021*04*02,18:37,164476.0,FONDANT CHOCOLAT,1.0,"2,50 €",False
53102,2021*04*02,18:37,164476.0,NANTAIS,1.0,"2,50 €",False
53103,2021*04*02,18:37,164476.0,COUPE,2.0,"0,15 €",False
53104,2021*04*02,18:37,164476.0,ECLAIR,2.0,"2,00 €",False
53105,2021*04*02,18:37,164476.0,FRAISIER,2.0,"3,00 €",False
53106,2021*04*02,18:37,164476.0,DIVERS VIENNOISERIE,1.0,"6,00 €",False
53107,2021*04*02,18:37,164476.0,VIK BREAD,2.0,"2,50 €",False
53110,2021*04*02,18:39,164477.0,COUPE,1.0,"0,15 €",False
53111,2021*04*02,18:39,164477.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
53112,2021*04*02,18:39,164477.0,BOULE 400G,1.0,"1,50 €",False
53115,2021*04*02,18:40,164478.0,BANETTE,1.0,"1,05 €",False
53118,2021*04*02,18:40,164479.0,BANETTE,2.0,"1,05 €",False
53121,2021*04*02,18:47,164480.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
53126,2021*04*03,07:45,164482.0,SPECIAL BREAD,3.0,"2,40 €",False
53127,2021*04*03,07:45,164482.0,BANETTE,2.0,"1,05 €",False
53128,2021*04*03,07:45,164482.0,COUPE,3.0,"0,15 €",False
53129,2021*04*03,07:45,164482.0,DIVERS PATISSERIE,1.0,"7,50 €",False
53132,2021*04*03,07:47,164483.0,CROISSANT,4.0,"1,10 €",False
53133,2021*04*03,07:47,164483.0,BOULE 400G,1.0,"1,50 €",False
53134,2021*04*03,07:47,164483.0,PAIN AU CHOCOLAT,4.0,"1,20 €",False
53137,2021*04*03,07:54,164484.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
53138,2021*04*03,07:54,164484.0,CROISSANT,2.0,"1,10 €",False
53139,2021*04*03,07:54,164484.0,PAIN AU CHOCOLAT,5.0,"1,20 €",False
53142,2021*04*03,07:57,164485.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
53145,2021*04*03,08:02,164486.0,CEREAL BAGUETTE,1.0,"1,25 €",False
53148,2021*04*03,08:03,164487.0,ECLAIR,2.0,"2,00 €",False
53149,2021*04*03,08:03,164487.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
53152,2021*04*03,08:06,164488.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
53155,2021*04*03,08:09,164489.0,TRADITIONAL BAGUETTE,4.0,"1,20 €",164490.0
53158,2021*04*03,08:09,164490.0,TRADITIONAL BAGUETTE,-4.0,"1,20 €",True
53161,2021*04*03,08:09,164491.0,TRADITIONAL BAGUETTE,4.0,"1,20 €",False
53162,2021*04*03,08:09,164491.0,BANETTINE,1.0,"0,60 €",False
53165,2021*04*03,08:12,164492.0,TRADITIONAL BAGUETTE,3.0,"1,20 €",False
53166,2021*04*03,08:12,164492.0,CROISSANT,5.0,"1,10 €",False
53169,2021*04*03,08:17,164493.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
53172,2021*04*03,08:20,164494.0,PAIN AU CHOCOLAT,1.0,"1,20 €",False
53173,2021*04*03,08:20,164494.0,CROISSANT,1.0,"1,10 €",False
53176,2021*04*03,08:23,164495.0,VIK BREAD,1.0,"2,50 €",False
53177,2021*04*03,08:23,164495.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
53178,2021*04*03,08:23,164495.0,COUPE,1.0,"0,15 €",False
53181,2021*04*03,08:25,164496.0,PAIN,1.0,"1,15 €",False
53184,2021*04*03,08:31,164497.0,MOISSON,2.0,"2,00 €",False
53185,2021*04*03,08:31,164497.0,TRADITIONAL BAGUETTE,4.0,"1,20 €",False
53186,2021*04*03,08:31,164497.0,COUPE,2.0,"0,15 €",False
53189,2021*04*03,08:32,164498.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
53192,2021*04*03,08:34,164499.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
53195,2021*04*03,08:34,164500.0,BANETTE,4.0,"1,05 €",False
53198,2021*04*03,08:37,164501.0,BOULE POLKA,1.0,"1,60 €",False
53199,2021*04*03,08:37,164501.0,COUPE,1.0,"0,15 €",False
53202,2021*04*03,08:37,164502.0,TRADITIONAL BAGUETTE,4.0,"1,20 €",False
53205,2021*04*03,08:39,164503.0,COUPE,1.0,"0,15 €",False
53206,2021*04*03,08:39,164503.0,COUPE,1.0,"0,15 €",False
53207,2021*04*03,08:39,164503.0,VIK BREAD,1.0,"2,50 €",False
53208,2021*04*03,08:39,164503.0,SEIGLE,1.0,"1,80 €",False
53211,2021*04*03,08:40,164504.0,TRADITIONAL BAGUETTE,3.0,"1,20 €",False
53212,2021*04*03,08:40,164504.0,PAIN AU CHOCOLAT,2.0,"1,20 €",False
53213,2021*04*03,08:40,164504.0,PAIN CHOCO AMANDES,1.0,"1,50 €",False
53214,2021*04*03,08:40,164504.0,CROISSANT,2.0,"1,10 €",False
53215,2021*04*03,08:40,164504.0,PAIN AUX RAISINS,1.0,"1,40 €",False
53218,2021*04*03,08:43,164505.0,BANETTE,2.0,"1,05 €",False
53221,2021*04*03,08:47,164506.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
53224,2021*04*03,08:47,164507.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
53227,2021*04*03,08:49,164508.0,PAIN AU CHOCOLAT,3.0,"1,20 €",False
53230,2021*04*03,08:51,164509.0,TRADITIONAL BAGUETTE,4.0,"1,20 €",False
53233,2021*04*03,08:52,164510.0,TRADITIONAL BAGUETTE,4.0,"1,20 €",False
53234,2021*04*03,08:52,164510.0,CROISSANT,1.0,"1,10 €",False
53237,2021*04*03,08:56,164511.0,CROISSANT AMANDES,1.0,"1,40 €",False
53238,2021*04*03,08:56,164511.0,TRADITIONAL BAGUETTE,6.0,"1,20 €",False
53239,2021*04*03,08:56,164511.0,PAIN AU CHOCOLAT,1.0,"1,20 €",False
53242,2021*04*03,08:57,164512.0,BANETTINE,6.0,"0,60 €",False
53245,2021*04*03,08:58,164513.0,CROISSANT,2.0,"1,10 €",False
53246,2021*04*03,08:58,164513.0,TRADITIONAL BAGUETTE,3.0,"1,20 €",False
53247,2021*04*03,08:58,164513.0,PAIN AU CHOCOLAT,2.0,"1,20 €",False
53250,2021*04*03,09:00,164514.0,COMPLET,1.0,"1,50 €",False
53251,2021*04*03,09:00,164514.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
53252,2021*04*03,09:00,164514.0,COUPE,1.0,"0,15 €",False
53253,2021*04*03,09:00,164514.0,CAMPAGNE,1.0,"1,80 €",False
53256,2021*04*03,09:04,164515.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
53257,2021*04*03,09:04,164515.0,BAGUETTE,2.0,"0,90 €",False
53260,2021*04*03,09:05,164516.0,PAIN AU CHOCOLAT,1.0,"1,20 €",False
53261,2021*04*03,09:05,164516.0,CROISSANT,1.0,"1,10 €",False
53264,2021*04*03,09:05,164517.0,BAGUETTE,2.0,"0,90 €",False
53265,2021*04*03,09:05,164517.0,CROISSANT,5.0,"1,10 €",False
53266,2021*04*03,09:05,164517.0,BRIOCHE,1.0,"5,00 €",False
53267,2021*04*03,09:05,164517.0,PAIN AU CHOCOLAT,5.0,"1,20 €",False
53270,2021*04*03,09:07,164518.0,CEREAL BAGUETTE,3.0,"1,25 €",False
53271,2021*04*03,09:07,164518.0,BRIOCHE,1.0,"5,00 €",False
53272,2021*04*03,09:07,164518.0,CROISSANT,2.0,"1,10 €",False
53273,2021*04*03,09:07,164518.0,SPECIAL BREAD,1.0,"2,40 €",False
53276,2021*04*03,09:09,164519.0,DIVERS BOULANGERIE,1.0,"2,00 €",False
53279,2021*04*03,09:09,164520.0,COUPE,4.0,"0,15 €",False
53280,2021*04*03,09:09,164520.0,VIK BREAD,4.0,"2,50 €",False
53283,2021*04*03,09:12,164521.0,BRIOCHETTE,2.0,"0,80 €",False
53284,2021*04*03,09:12,164521.0,CROISSANT,2.0,"1,10 €",False
53287,2021*04*03,09:13,164522.0,CROISSANT,2.0,"1,10 €",False
53288,2021*04*03,09:13,164522.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
53291,2021*04*03,09:14,164523.0,BANETTE,2.0,"1,05 €",False
53294,2021*04*03,09:14,164524.0,PAIN,1.0,"1,15 €",False
53297,2021*04*03,09:14,164525.0,BOULE 400G,1.0,"1,50 €",False
53298,2021*04*03,09:14,164525.0,ECLAIR,2.0,"2,00 €",False
53299,2021*04*03,09:14,164525.0,COUPE,1.0,"0,15 €",False
53302,2021*04*03,09:15,164526.0,PAIN AUX RAISINS,1.0,"1,40 €",False
53303,2021*04*03,09:15,164526.0,CROISSANT AMANDES,1.0,"1,40 €",False
53304,2021*04*03,09:15,164526.0,PAIN CHOCO AMANDES,1.0,"1,50 €",False
53307,2021*04*03,09:19,164527.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
53308,2021*04*03,09:19,164527.0,VIK BREAD,1.0,"2,50 €",False
53309,2021*04*03,09:19,164527.0,GD KOUIGN AMANN,1.0,"7,50 €",False
53310,2021*04*03,09:19,164527.0,COUPE,1.0,"0,15 €",False
53313,2021*04*03,09:20,164528.0,VIK BREAD,1.0,"2,50 €",False
53314,2021*04*03,09:20,164528.0,BRIOCHE,1.0,"5,00 €",False
53315,2021*04*03,09:20,164528.0,COUPE,1.0,"0,15 €",False
53316,2021*04*03,09:20,164528.0,PAIN BANETTE,1.0,"1,40 €",False
53319,2021*04*03,09:22,164529.0,CEREAL BAGUETTE,6.0,"1,25 €",False
53320,2021*04*03,09:22,164529.0,GD KOUIGN AMANN,1.0,"7,50 €",False
53321,2021*04*03,09:22,164529.0,PAIN CHOCO AMANDES,1.0,"1,50 €",False
53324,2021*04*03,09:23,164530.0,CROISSANT,5.0,"1,10 €",False
53325,2021*04*03,09:23,164530.0,PAIN AU CHOCOLAT,5.0,"1,20 €",False
53328,2021*04*03,09:23,164531.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
53331,2021*04*03,09:23,164532.0,BANETTE,2.0,"1,05 €",False
53334,2021*04*03,09:27,164533.0,BAGUETTE,3.0,"0,90 €",False
53337,2021*04*03,09:28,164534.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
53340,2021*04*03,09:29,164535.0,BANETTE,1.0,"1,05 €",False
53343,2021*04*03,09:30,164536.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
53346,2021*04*03,09:31,164537.0,COMPLET,1.0,"1,50 €",False
53347,2021*04*03,09:31,164537.0,BAGUETTE,2.0,"0,90 €",False
53348,2021*04*03,09:31,164537.0,COUPE,1.0,"0,15 €",False
53351,2021*04*03,09:32,164538.0,BAGUETTE,1.0,"0,90 €",False
53352,2021*04*03,09:32,164538.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
53355,2021*04*03,09:33,164539.0,TRADITIONAL BAGUETTE,5.0,"1,20 €",False
53358,2021*04*03,09:33,164540.0,FICELLE,2.0,"0,60 €",False
53363,2021*04*03,09:34,164542.0,PAIN AUX RAISINS,1.0,"1,40 €",False
53364,2021*04*03,09:34,164542.0,BANETTE,2.0,"1,05 €",False
53367,2021*04*03,09:38,164543.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
53370,2021*04*03,09:39,164544.0,BAGUETTE,1.0,"0,90 €",False
53373,2021*04*03,09:40,164545.0,CROISSANT,4.0,"1,10 €",False
53374,2021*04*03,09:40,164545.0,ECLAIR,3.0,"2,00 €",False
53375,2021*04*03,09:40,164545.0,TRADITIONAL BAGUETTE,4.0,"1,20 €",False
53378,2021*04*03,09:43,164546.0,PAIN AU CHOCOLAT,1.0,"1,20 €",False
53379,2021*04*03,09:43,164546.0,COOKIE,1.0,"1,00 €",False
53380,2021*04*03,09:43,164546.0,QUIM BREAD,1.0,"1,00 €",False
53381,2021*04*03,09:43,164546.0,CROISSANT AMANDES,1.0,"1,40 €",False
53384,2021*04*03,09:45,164547.0,CEREAL BAGUETTE,1.0,"1,25 €",False
53387,2021*04*03,09:46,164548.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
53390,2021*04*03,09:47,164549.0,CROISSANT AMANDES,1.0,"1,40 €",False
53393,2021*04*03,09:47,164550.0,TRADITIONAL BAGUETTE,4.0,"1,20 €",False
53396,2021*04*03,09:49,164551.0,PAIN AU CHOCOLAT,2.0,"1,20 €",False
53397,2021*04*03,09:49,164551.0,BANETTE,1.0,"1,05 €",False
53400,2021*04*03,09:50,164552.0,DEMI BAGUETTE,1.0,"0,45 €",False
53403,2021*04*03,09:50,164553.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
53406,2021*04*03,09:51,164554.0,BAGUETTE,1.0,"0,90 €",False
53409,2021*04*03,09:54,164555.0,TRADITIONAL BAGUETTE,3.0,"1,20 €",False
53412,2021*04*03,09:55,164556.0,SPECIAL BREAD KG,1.0,"4,80 €",False
53415,2021*04*03,09:55,164557.0,BANETTE,2.0,"1,05 €",False
53418,2021*04*03,09:56,164558.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
53421,2021*04*03,09:57,164559.0,BANETTE,1.0,"1,05 €",False
53422,2021*04*03,09:57,164559.0,BAGUETTE,1.0,"0,90 €",False
53425,2021*04*03,09:58,164560.0,PAIN,2.0,"1,15 €",False
53428,2021*04*03,10:02,164561.0,TRADITIONAL BAGUETTE,3.0,"1,20 €",False
53431,2021*04*03,10:05,164562.0,DIVERS VIENNOISERIE,1.0,"4,00 €",False
53432,2021*04*03,10:05,164562.0,COUPE,2.0,"0,15 €",False
53433,2021*04*03,10:05,164562.0,SPECIAL BREAD,2.0,"2,40 €",False
53436,2021*04*03,10:06,164563.0,CAMPAGNE,1.0,"1,80 €",False
53437,2021*04*03,10:06,164563.0,FICELLE,1.0,"0,60 €",False
53438,2021*04*03,10:06,164563.0,COUPE,1.0,"0,15 €",False
53441,2021*04*03,10:07,164564.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
53442,2021*04*03,10:07,164564.0,CROISSANT,2.0,"1,10 €",False
53445,2021*04*03,10:07,164565.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
53448,2021*04*03,10:10,164566.0,TRADITIONAL BAGUETTE,3.0,"1,20 €",False
53449,2021*04*03,10:10,164566.0,CEREAL BAGUETTE,2.0,"1,25 €",False
53452,2021*04*03,10:10,164567.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
53455,2021*04*03,10:11,164568.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
53456,2021*04*03,10:11,164568.0,CAMPAGNE,1.0,"1,80 €",False
53459,2021*04*03,10:12,164569.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
53462,2021*04*03,10:13,164570.0,CROISSANT,3.0,"1,10 €",False
53463,2021*04*03,10:13,164570.0,SAND JB EMMENTAL,1.0,"3,50 €",False
53464,2021*04*03,10:13,164570.0,CHOCOLAT,1.0,"1,50 €",False
53465,2021*04*03,10:13,164570.0,CAFE OU EAU,1.0,"1,00 €",False
53468,2021*04*03,10:14,164571.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
53471,2021*04*03,10:16,164572.0,COUPE,1.0,"0,15 €",False
53472,2021*04*03,10:16,164572.0,BOULE 400G,1.0,"1,50 €",False
53473,2021*04*03,10:16,164572.0,COUPE,1.0,"0,15 €",False
53474,2021*04*03,10:16,164572.0,COMPLET,1.0,"1,50 €",False
53477,2021*04*03,10:17,164573.0,COUPE,1.0,"0,15 €",False
53478,2021*04*03,10:17,164573.0,CAMPAGNE,1.0,"1,80 €",False
53479,2021*04*03,10:17,164573.0,BANETTE,1.0,"1,05 €",False
53482,2021*04*03,10:18,164574.0,BAGUETTE,1.0,"0,90 €",False
53483,2021*04*03,10:18,164574.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
53486,2021*04*03,10:18,164575.0,CROISSANT,3.0,"1,10 €",False
53487,2021*04*03,10:18,164575.0,PAIN AU CHOCOLAT,3.0,"1,20 €",False
53490,2021*04*03,10:24,164576.0,BANETTE,1.0,"1,05 €",False
53491,2021*04*03,10:24,164576.0,VIK BREAD,1.0,"2,50 €",False
53494,2021*04*03,10:24,164577.0,BANETTE,1.0,"1,05 €",False
53497,2021*04*03,10:24,164578.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
53500,2021*04*03,10:26,164579.0,VIK BREAD,1.0,"2,50 €",False
53501,2021*04*03,10:26,164579.0,CROISSANT,2.0,"1,10 €",False
53502,2021*04*03,10:26,164579.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
53503,2021*04*03,10:26,164579.0,CEREAL BAGUETTE,1.0,"1,25 €",False
53506,2021*04*03,10:27,164580.0,CEREAL BAGUETTE,1.0,"1,25 €",False
53509,2021*04*03,10:29,164581.0,TARTE FRUITS 6P,1.0,"12,00 €",False
53512,2021*04*03,10:30,164582.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
53515,2021*04*03,10:30,164583.0,BANETTE,2.0,"1,05 €",False
53518,2021*04*03,10:31,164584.0,CEREAL BAGUETTE,1.0,"1,25 €",False
53521,2021*04*03,10:32,164585.0,CHAUSSON AUX POMMES,1.0,"1,40 €",False
53522,2021*04*03,10:32,164585.0,PAIN AUX RAISINS,2.0,"1,40 €",False
53525,2021*04*03,10:32,164586.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
53526,2021*04*03,10:32,164586.0,BAGUETTE,1.0,"0,90 €",False
53529,2021*04*03,10:33,164587.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
53532,2021*04*03,10:33,164588.0,TRADITIONAL BAGUETTE,3.0,"1,20 €",False
53533,2021*04*03,10:33,164588.0,BRIOCHE,1.0,"5,00 €",False
53536,2021*04*03,10:34,164589.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
53539,2021*04*03,10:35,164590.0,PAIN AU CHOCOLAT,1.0,"1,20 €",False
53540,2021*04*03,10:35,164590.0,FICELLE,1.0,"0,60 €",False
53543,2021*04*03,10:36,164591.0,SPECIAL BREAD,1.0,"2,40 €",False
